"","line_num","Author","Title","Previously analyzed","Has been analyzed","Notes","...6"
"215",370,"Phillimore, Albert B.; Hadfield, Jarrod D.; Jones, Owen R.; Smithers, Richard J.","Differences in spawning date between populations of common frog reveal local adaptation","n","y","no",NA
"216",371,"Braithwaite, V. A.; Salvanes, A. G. V.","Aquaculture and restocking: implications for conservation and welfare","n","y","no",NA
"217",372,"McCairns, R. J. Scott; Bernatchez, Louis","ADAPTIVE DIVERGENCE BETWEEN FRESHWATER AND MARINE STICKLEBACKS: INSIGHTS INTO THE ROLE OF PHENOTYPIC PLASTICITY FROM AN INTEGRATED ANALYSIS OF CANDIDATE GENE EXPRESSION","n","y","no",NA
"218",373,"Harrald, Marion; Neat, Francis C.; Wright, Peter J.; Fryer, Robert J.; Huntingford, Felicity A.","Population variation in thermal growth responses of juvenile Atlantic cod (Gadus morhua L.)","n","y","no",NA
"219",374,"Hadfield, Jarrod D.; Wilson, Alastair J.; Garant, Dany; Sheldon, Ben C.; Kruuk, Loeske E. B.","The Misuse of BLUP in Ecology and Evolution","n","y","no",NA
"220",375,"Lindgren, Beatrice; Laurila, Anssi","Are high-latitude individuals superior competitors? A test with Rana temporaria tadpoles","n","y","no",NA
"221",376,"Lardies, Marco A.; Belen Arias, Maria; Bacigalupe, Leonardo D.","Phenotypic covariance matrix in life-history traits along a latitudinal gradient: a study case in a geographically widespread crab on the coast of Chile","n","y","no",NA
"222",378,"Elliott, J. M.","Validation and implications of a growth model for brown trout, Salmo trutta, using long-term data from a small stream in north-west England","n","y","no",NA
"223",379,"Ruokolainen, Lasse; Linden, Andreas; Kaitala, Veijo; Fowler, Mike S.","Ecological and evolutionary dynamics under coloured environmental variation","n","y","no",NA
"224",380,"Liefting, Maartje; Hoffmann, Ary A.; Ellers, Jacintha","PLASTICITY VERSUS ENVIRONMENTAL CANALIZATION: POPULATION DIFFERENCES IN THERMAL RESPONSES ALONG A LATITUDINAL GRADIENT IN DROSOPHILA SERRATA","n","y","no",NA
"225",381,"Morita, Kentaro; Morita, Shoko H.; Yamamoto, Shoichiro","Effects of habitat fragmentation by damming on salmonid fishes: lessons from white-spotted charr in Japan","n","y","no",NA
"226",382,"Gonzalo-Turpin, Heloise; Hazard, Laurent","Local adaptation occurs along altitudinal gradient despite the existence of gene flow in the alpine plant species Festuca eskia","n","y","no",NA
"227",383,"Yamahira, Kazunori; Nishida, Takeshi","Latitudinal variation in axial patterning of the medaka (Actinopterygii: Adrianichthyidae): Jordan's rule is substantiated by genetic variation in abdominal vertebral number","n","y","no",NA
"228",384,"Orizaola, G.; Laurila, A.","Microgeographic variation in the effects of larval temperature environment on juvenile morphology and locomotion in the pool frog","n","y","no",NA
"229",385,"Cussac, V. E.; Fernandez, D. A.; Gomez, S. E.; Lopez, H. L.","Fishes of southern South America: a story driven by temperature","n","y","no",NA
"230",386,"Seppanen, E.; Tiira, K.; Huuskonen, H.; Piironen, J.","Metabolic rate, growth and aggressiveness in three Atlantic salmon Salmo salar populations","n","y","no",NA
"231",392,"Jasienski, Michal","COGRADIENT PLASTICITY OF GROWTH IN MONTANE AND LOWLAND LARVAE OF RANA TEMPORARIA (L.) AT TWO LEVELS OF TEMPERATURE","n","y","no",NA
"232",393,"Albers, J. L.; Wildhaber, M. L.; DeLonay, A. J.","Gonadosomatic index and fecundity of Lower Missouri and Middle Mississippi River endangered pallid sturgeon estimated using minimally invasive techniques","n","y","no",NA
"233",394,"Wang, Pengcheng; Liu, Yang; Liu, Yinong; Chang, Yajing; Wang, Nan; Zhang, Zhengwang","The role of niche divergence and geographic arrangement in the speciation of Eared Pheasants (Crossoptilon, Hodgson 1938)","n","y","unclear",NA
"234",395,"Roy, David B.; Oliver, Tom H.; Botham, Marc S.; Beckmann, Bjorn; Brereton, Tom; Dennis, Roger L. H.; Harrower, Colin; Phillimore, Albert B.; Thomas, Jeremy A.","Similarities in butterfly emergence dates among populations suggest local adaptation to climate","n","y","no usable data",NA
"235",397,"Edge, Christopher B.; Rollinson, Njal; Brooks, Ronald J.; Congdon, Justin D.; Iverson, John B.; Janzen, Fredric J.; Litzgus, Jacqueline D.","Phenotypic plasticity of nest timing in a post-glacial landscape: how do reptiles adapt to seasonal time constraints?","n","y","none here",NA
"236",398,"Sukhodolskaya, Raisa; Saveliev, Anatoliy","Body Size Variation of Ground Beetles (Coleoptera: Carabidae) in Latitudinal Gradient","n","y","not accessible",NA
"237",399,"Lopez-Sepulcre, Andres; Kokko, Hanna","Understanding behavioural responses and their consequences","n","y","not accessible",NA
"238",400,"Merilae, Juha; Hendry, Andrew P.","Climate change, adaptation, and phenotypic plasticity: the problem and the evidence","n","y","not applicable",NA
"239",401,"Crozier, Lisa G.; Hutchings, Jeffrey A.","Plastic and evolutionary responses to climate change in fish","n","y","not applicable",NA
"240",402,"Urban, Mark C.; Richardson, Jonathan L.; Freidenfelds, Nicole A.","Plasticity and genetic adaptation mediate amphibian and reptile responses to climate change","n","y","not applicable",NA
"241",403,"Kilkenny, Francis F.; Galloway, Laura F.","ADAPTIVE DIVERGENCE AT THE MARGIN OF AN INVADED RANGE","n","y","not believable",NA
"242",404,"Campos, Joana; Freitas, Vania; Pedrosa, Cindy; Guillot, Rita; van der Veer, Henk W.","Latitudinal variation in growth of Crangon crangon (L.): Does counter-gradient growth compensation occur?","n","y","not definitively",NA
"243",405,"McKenzie, J. L.; Bucking, C.; Moreira, A.; Schulte, P. M.","Intrinsic reproductive isolating mechanisms in the maintenance of a hybrid zone between ecologically divergent subspecies","n","y","not in traits under study",NA
"244",406,"Harrald, Marion; Wright, Peter J.; Neat, Francis C.","Substock variation in reproductive traits in North Sea cod (Gadus morhua)","n","y","not strong evidence",NA
"245",407,"Chen, Bingzhang; Liu, Hongbin; Huang, Bangqin; Wang, Jing","Temperature effects on the growth rate of marine picoplankton","n","y","not supported",NA
"246",408,"Phillimore, Albert B.; Leech, David I.; Pearce-Higgins, James W.; Hadfield, Jarrod D.","Passerines may be sufficiently plastic to track temperature-mediated shifts in optimum lay date","n","y","no",NA
"247",409,"Vincent, Bourret; Dionne, Melanie; Kent, Matthew P.; Lien, Sigbjorn; Bernatchez, Louis","LANDSCAPE GENOMICS IN ATLANTIC SALMON (SALMO SALAR): SEARCHING FOR GENE-ENVIRONMENT INTERACTIONS DRIVING LOCAL ADAPTATION","n","y","not sure how to interpret",NA
"248",411,"Campbell, Calum S.; Adams, Colin E.; Bean, Colin W.; Parsons, Kevin J.","Conservation Evo-Devo: Preserving Biodiversity by Understanding Its Origins","n","y","review",NA
"249",412,"Kimberly, David A.; Salice, Christopher J.","Evolutionary responses to climate change and contaminants: Evidence and experimental approaches","n","y","review",NA
"250",413,"Duputie, Anne; Rutschmann, Alexis; Ronce, Ophelie; Chuine, Isabelle","Phenological plasticity will not help all species adapt to climate change","n","y","review",NA
"251",414,"Morris, Matthew; Rogers, Sean M.","Integrating Phenotypic Plasticity Within an Ecological Genomics Framework: Recent Insights from the Genomics, Evolution, Ecology, and Fitness of Plasticity","n","y","review",NA
"252",415,"Dam, Hans G.","Evolutionary Adaptation of Marine Zooplankton to Global Change","n","y","review",NA
"253",416,"Shaw, Ruth G.; Etterson, Julie R.","Rapid climate change and the rate of adaptation: insight from experimental quantitative genetics","n","y","review",NA
"254",417,"Enberg, Katja; Jorgensen, Christian; Dunlop, Erin S.; Varpe, Oystein; Boukal, David S.; Baulier, Loic; Eliassen, Sigrunn; Heino, Mikko","Fishing-induced evolution of growth: concepts, mechanisms and the empirical evidence","n","y","review",NA
"255",418,"Hendry, Andrew P.; Kinnison, Michael T.; Heino, Mikko; Day, Troy; Smith, Thomas B.; Fitt, Gary; Bergstrom, Carl T.; Oakeshott, John; Jorgensen, Peter S.; Zalucki, Myron P.; Gilchrist, George; Southerton, Simon; Sih, Andrew; Strauss, Sharon; Denison, Robert F.; Carroll, Scott P.","Evolutionary principles and their practical application","n","y","review",NA
"256",419,"Jonsson, Bror; Jonsson, Nina","Development and Growth","n","y","review",NA
"257",421,"Pearlstine, Leonard G.; Pearlstine, Elise V.; Aumen, Nicholas G.","A review of the ecological consequences and management implications of climate change for the Everglades","n","y","review",NA
"258",422,"Forrest, Jessica; Miller-Rushing, Abraham J.","Toward a synthetic understanding of the role of phenology in ecology and evolution","n","y","review",NA
"259",423,"Pemberton, Josephine M.","Evolution of quantitative traits in the wild: mind the ecology","n","y","review",NA
"260",424,"Dingemanse, Niels J.; Kazem, Anahita J. N.; Reale, Denis; Wright, Jonathan","Behavioural reaction norms: animal personality meets individual plasticity","n","y","review",NA
"261",425,"Jonsson, B.; Jonsson, N.","A review of the likely effects of climate change on anadromous Atlantic salmon Salmo salar and brown trout Salmo trutta, with particular reference to water temperature and flow","n","y","review",NA
"262",426,"Messer, Philipp W.; Ellner, Stephen P.; Hairston, Nelson G., Jr.","Can Population Genetics Adapt to Rapid Evolution?","n","y","reviewish",NA
"263",427,"Oomen, Rebekah A.; Hutchings, Jeffrey A.","Genetic variability in reaction norms in fishes","n","y","reviewish",NA
"264",428,"Gaston, Kevin J.; Chown, Steven L.; Calosi, Piero; Bernardo, Joseph; Bilton, David T.; Clarke, Andrew; Clusella-Trullas, Susana; Ghalambor, Cameron K.; Konarzewski, Marek; Peck, Lloyd S.; Porter, Warren P.; Poertner, Hans O.; Rezende, Enrico L.; Schulte, Patricia M.; Spicer, John I.; Stillman, Jonathon H.; Terblanche, John S.; van Kleunen, Mark","Macrophysiology: A Conceptual Reunification","n","y","reviewish",NA
"265",429,"Kivela, Sami M.; Valimaki, Panu; Carrasco, David; Maenpaa, Maarit I.; Oksanen, Jari","Latitudinal insect body size clines revisited: a critical evaluation of the saw-tooth model","n","y","unclear",NA
"266",430,"Muir, A. P.; Biek, R.; Thomas, R.; Mable, B. K.","Local adaptation with high gene flow: temperature parameters drive adaptation to altitude in the common frog (Rana temporaria)","n","y","unclear",NA
"267",431,"Pezaro, Nadav; Doody, J. Sean; Thompson, Michael B.","The ecology and evolution of temperature-dependent reaction norms for sex determination in reptiles: a mechanistic conceptual model","n","y","theory",NA
"268",432,"Schmitz, Oswald J.; Trussell, Geoffrey C.","Multiple stressors, state-dependence and predation risk - foraging trade-offs: toward a modern concept of trait-mediated indirect effects in communities and ecosystems","n","y","theory",NA
"269",433,"Ellner, Stephen P.; Geber, Monica A.; Hairston, Nelson G., Jr.","Does rapid evolution matter? Measuring the rate of contemporary evolution and its impacts on ecological dynamics","n","y","theory",NA
"270",434,"Wilke, Nathan F.; Kinnison, Michael T.","Discerning adaptive divergence within an endangered conservation unit - Gulf of Maine Atlantic salmon","n","y","unaccesible",NA
"271",435,"Carter-Lynn, K. P.; Quist, M. C.; Liter, M.","Population characteristics of channel catfish near the northern edge of their distribution: implications for management","n","y","unlikely",NA
"272",436,"Luis Bartheld, Jose; Diego Gaitan-Espitia, Juan; Artacho, Paulina; Salgado-Luarte, Cristian; Gianoli, Ernesto; Nespolo, Roberto F.","Energy expenditure and body size are targets of natural selection across a wide geographic range, in a terrestrial invertebrate","n","y","yes-kind of. Mention countergradient selection but can't see support in results",NA
"273",437,"Bulgarella, Mariana; Trewick, Steven A.; Godfrey, A. Jonathan R.; Sinclair, Brent J.; Morgan-Richards, Mary","Elevational variation in adult body size and growth rate but not in metabolic rate in the tree weta Hemideina crassidens","n","y","yes but not usable data given",NA
"274",438,"Oromi, Neus; Camarasa, Sebastia; Sanuy, Isabel; Sanuy, Delfi","Variation of growth rate and survival in embryos and larvae of Rana temporaria populations from the Pyrenees","n","y","yes",NA
"275",439,"Diego Gaitan-Espitia, Juan; Nespolo, Roberto","Is there metabolic cold adaptation in terrestrial ectotherms? Exploring latitudinal compensation in the invasive snail Cornu aspersum","n","y","yes",NA
"276",440,"Vaelimaeki, P.; Kivelae, S. M.; Maeenpaeae, M. I.; Tammaru, T.","Latitudinal clines in alternative life histories in a geometrid moth","n","y","yes, not sure how to analyze data",NA
